Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
[29]     0.0    0.00    0.00  245807         void std::__new_allocator<int>::construct<int, int>(int*, int&&) [29]
                0.00    0.00  245807/737421      int&& std::forward<int>(std::remove_reference<int>::type&) [15]
                0.00    0.00  245807/245864      operator new(unsigned long, void*) [24]
-----------------------------------------------
                0.00    0.00  245807/245807      std::deque<int, std::allocator<int> >::pop_back() [33]
[30]     0.0    0.00    0.00  245807         void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [30]
                0.00    0.00  245807/245807      void std::__new_allocator<int>::destroy<int>(int*) [28]
-----------------------------------------------
                0.00    0.00  245807/245807      void std::deque<int, std::allocator<int> >::emplace_back<int>(int&&) [3]
[31]     0.0    0.00    0.00  245807         void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [31]
                0.00    0.00  245807/737421      int&& std::forward<int>(std::remove_reference<int>::type&) [15]
                0.00    0.00  245807/245807      void std::__new_allocator<int>::construct<int, int>(int*, int&&) [29]
-----------------------------------------------
                0.00    0.00  245807/245807      std::stack<int, std::deque<int, std::allocator<int> > >::top() [35]
[32]     0.0    0.00    0.00  245807         std::deque<int, std::allocator<int> >::back() [32]
                0.00    0.00  245807/297009      std::deque<int, std::allocator<int> >::end() [22]
                0.00    0.00  245807/245807      std::_Deque_iterator<int, int&, int*>::operator--() [27]
                0.00    0.00  245807/245807      std::_Deque_iterator<int, int&, int*>::operator*() const [26]
-----------------------------------------------
                0.00    0.00  245807/245807      std::stack<int, std::deque<int, std::allocator<int> > >::pop() [34]
[33]     0.0    0.00    0.00  245807         std::deque<int, std::allocator<int> >::pop_back() [33]
                0.00    0.00  245807/297009      std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [21]
                0.00    0.00  245807/245807      void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [30]
-----------------------------------------------
                0.00    0.00  245807/245807      HCTree::encode(unsigned char, FancyOutputStream&) const [2]
[34]     0.0    0.00    0.00  245807         std::stack<int, std::deque<int, std::allocator<int> > >::pop() [34]
                0.00    0.00  245807/245807      std::deque<int, std::allocator<int> >::pop_back() [33]
-----------------------------------------------
                0.00    0.00  245807/245807      HCTree::encode(unsigned char, FancyOutputStream&) const [2]
[35]     0.0    0.00    0.00  245807         std::stack<int, std::deque<int, std::allocator<int> > >::top() [35]
                0.00    0.00  245807/245807      std::deque<int, std::allocator<int> >::back() [32]
-----------------------------------------------
                0.00    0.00  102660/102660      main [1]
[36]     0.0    0.00    0.00  102660         std::vector<int, std::allocator<int> >::operator[](unsigned long) [36]
-----------------------------------------------
                0.00    0.00  102407/102407      main [1]
[37]     0.0    0.00    0.00  102407         FancyInputStream::filesize() const [37]
                0.00    0.00  102407/102407      std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [39]
                0.00    0.00  102407/102407      std::fpos<__mbstate_t>::operator long() const [38]
-----------------------------------------------
                0.00    0.00  102407/102407      FancyInputStream::filesize() const [37]
[38]     0.0    0.00    0.00  102407         std::fpos<__mbstate_t>::operator long() const [38]
-----------------------------------------------
                0.00    0.00  102407/102407      FancyInputStream::filesize() const [37]
[39]     0.0    0.00    0.00  102407         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [39]
-----------------------------------------------
                0.00    0.00  102404/102404      main [1]
[40]     0.0    0.00    0.00  102404         FancyInputStream::read_byte() [40]
-----------------------------------------------
                0.00    0.00  102404/102404      std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [42]
[41]     0.0    0.00    0.00  102404         std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [41]
-----------------------------------------------
                0.00    0.00   51202/102404      std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [69]
                0.00    0.00   51202/102404      std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [64]
[42]     0.0    0.00    0.00  102404         std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [42]
                0.00    0.00  102404/102404      std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [41]
                0.00    0.00  102404/102404      std::allocator<int*>::allocator<int>(std::allocator<int> const&) [43]
-----------------------------------------------
                0.00    0.00  102404/102404      std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [42]
[43]     0.0    0.00    0.00  102404         std::allocator<int*>::allocator<int>(std::allocator<int> const&) [43]
                0.00    0.00  102404/102404      std::__new_allocator<int*>::__new_allocator() [48]
-----------------------------------------------
                0.00    0.00   51202/102404      std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [69]
                0.00    0.00   51202/102404      std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [64]
[44]     0.0    0.00    0.00  102404         std::allocator<int*>::~allocator() [44]
                0.00    0.00  102404/102404      std::__new_allocator<int*>::~__new_allocator() [49]
-----------------------------------------------
                0.00    0.00  102404/102404      std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [70]
[45]     0.0    0.00    0.00  102404         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [45]
                0.00    0.00  102404/102404      std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [46]
-----------------------------------------------
                0.00    0.00  102404/102404      std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [45]
[46]     0.0    0.00    0.00  102404         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [46]
                0.00    0.00  102404/307212      std::__deque_buf_size(unsigned long) [18]
-----------------------------------------------
                0.00    0.00  102404/102404      std::_Deque_base<int, std::allocator<int> >::_Deque_impl_data::_Deque_impl_data() [66]
[47]     0.0    0.00    0.00  102404         std::_Deque_iterator<int, int&, int*>::_Deque_iterator() [47]
-----------------------------------------------
                0.00    0.00  102404/102404      std::allocator<int*>::allocator<int>(std::allocator<int> const&) [43]
[48]     0.0    0.00    0.00  102404         std::__new_allocator<int*>::__new_allocator() [48]
-----------------------------------------------
                0.00    0.00  102404/102404      std::allocator<int*>::~allocator() [44]
[49]     0.0    0.00    0.00  102404         std::__new_allocator<int*>::~__new_allocator() [49]
-----------------------------------------------
                0.00    0.00       6/51208       std::vector<HCNode*, std::allocator<HCNode*> >::_M_check_len(unsigned long, char const*) const [150]
                0.00    0.00   51202/51208       std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [70]
[50]     0.0    0.00    0.00   51208         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [50]
-----------------------------------------------
                0.00    0.00       1/51205       main [1]
                0.00    0.00       1/51205       std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [213]
                0.00    0.00       1/51205       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [195]
                0.00    0.00   51202/51205       std::_Deque_base<int, std::allocator<int> >::_Deque_impl::~_Deque_impl() [63]
[51]     0.0    0.00    0.00   51205         std::allocator<int>::~allocator() [51]
                0.00    0.00   51205/51205       std::__new_allocator<int>::~__new_allocator() [52]
-----------------------------------------------
                0.00    0.00   51205/51205       std::allocator<int>::~allocator() [51]
[52]     0.0    0.00    0.00   51205         std::__new_allocator<int>::~__new_allocator() [52]
-----------------------------------------------
                0.00    0.00       1/51204       std::__new_allocator<int>::max_size() const [188]
                0.00    0.00   51203/51204       std::__new_allocator<int>::allocate(unsigned long, void const*) [56]
[53]     0.0    0.00    0.00   51204         std::__new_allocator<int>::_M_max_size() const [53]
-----------------------------------------------
                0.00    0.00       1/51203       main [1]
                0.00    0.00   51202/51203       std::_Deque_base<int, std::allocator<int> >::_Deque_impl::_Deque_impl() [62]
[54]     0.0    0.00    0.00   51203         std::allocator<int>::allocator() [54]
                0.00    0.00   51203/51203       std::__new_allocator<int>::__new_allocator() [57]
-----------------------------------------------
                0.00    0.00   51203/51203       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [58]
[55]     0.0    0.00    0.00   51203         std::__new_allocator<int>::deallocate(int*, unsigned long) [55]
-----------------------------------------------
                0.00    0.00   51203/51203       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [59]
[56]     0.0    0.00    0.00   51203         std::__new_allocator<int>::allocate(unsigned long, void const*) [56]
                0.00    0.00   51203/51204       std::__new_allocator<int>::_M_max_size() const [53]
-----------------------------------------------
                0.00    0.00   51203/51203       std::allocator<int>::allocator() [54]
[57]     0.0    0.00    0.00   51203         std::__new_allocator<int>::__new_allocator() [57]
-----------------------------------------------
                0.00    0.00       1/51203       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [196]
                0.00    0.00   51202/51203       std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [71]
[58]     0.0    0.00    0.00   51203         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [58]
                0.00    0.00   51203/51203       std::__new_allocator<int>::deallocate(int*, unsigned long) [55]
-----------------------------------------------
                0.00    0.00       1/51203       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [193]
                0.00    0.00   51202/51203       std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [67]
[59]     0.0    0.00    0.00   51203         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [59]
                0.00    0.00   51203/51203       std::__new_allocator<int>::allocate(unsigned long, void const*) [56]
-----------------------------------------------
                0.00    0.00   51202/51202       std::__new_allocator<int*>::allocate(unsigned long, void const*) [74]
[60]     0.0    0.00    0.00   51202         std::__new_allocator<int*>::_M_max_size() const [60]
-----------------------------------------------
                0.00    0.00   51202/51202       HCTree::encode(unsigned char, FancyOutputStream&) const [2]
[61]     0.0    0.00    0.00   51202         std::vector<HCNode*, std::allocator<HCNode*> >::operator[](unsigned long) const [61]
-----------------------------------------------
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_Deque_base() [6]
[62]     0.0    0.00    0.00   51202         std::_Deque_base<int, std::allocator<int> >::_Deque_impl::_Deque_impl() [62]
                0.00    0.00   51202/51203       std::allocator<int>::allocator() [54]
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_Deque_impl_data::_Deque_impl_data() [66]
-----------------------------------------------
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [72]
[63]     0.0    0.00    0.00   51202         std::_Deque_base<int, std::allocator<int> >::_Deque_impl::~_Deque_impl() [63]
                0.00    0.00   51202/51205       std::allocator<int>::~allocator() [51]
-----------------------------------------------
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [70]
[64]     0.0    0.00    0.00   51202         std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [64]
                0.00    0.00   51202/102404      std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [42]
                0.00    0.00   51202/51202       std::allocator_traits<std::allocator<int*> >::allocate(std::allocator<int*>&, unsigned long) [76]
                0.00    0.00   51202/102404      std::allocator<int*>::~allocator() [44]
-----------------------------------------------
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [70]
[65]     0.0    0.00    0.00   51202         std::_Deque_base<int, std::allocator<int> >::_M_create_nodes(int**, int**) [65]
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [67]
-----------------------------------------------
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_Deque_impl::_Deque_impl() [62]
[66]     0.0    0.00    0.00   51202         std::_Deque_base<int, std::allocator<int> >::_Deque_impl_data::_Deque_impl_data() [66]
                0.00    0.00  102404/102404      std::_Deque_iterator<int, int&, int*>::_Deque_iterator() [47]
-----------------------------------------------
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_M_create_nodes(int**, int**) [65]
[67]     0.0    0.00    0.00   51202         std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [67]
                0.00    0.00   51202/307212      std::__deque_buf_size(unsigned long) [18]
                0.00    0.00   51202/51203       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [59]
-----------------------------------------------
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [72]
[68]     0.0    0.00    0.00   51202         std::_Deque_base<int, std::allocator<int> >::_M_destroy_nodes(int**, int**) [68]
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [71]
-----------------------------------------------
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [72]
[69]     0.0    0.00    0.00   51202         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [69]
                0.00    0.00   51202/102404      std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [42]
                0.00    0.00   51202/51202       std::allocator_traits<std::allocator<int*> >::deallocate(std::allocator<int*>&, int**, unsigned long) [75]
                0.00    0.00   51202/102404      std::allocator<int*>::~allocator() [44]
-----------------------------------------------
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_Deque_base() [6]
[70]     0.0    0.00    0.00   51202         std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [70]
                0.00    0.00  102404/307212      std::__deque_buf_size(unsigned long) [18]
                0.00    0.00  102404/102404      std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [45]
                0.00    0.00   51202/51208       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [50]
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [64]
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_M_create_nodes(int**, int**) [65]
-----------------------------------------------
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_M_destroy_nodes(int**, int**) [68]
[71]     0.0    0.00    0.00   51202         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [71]
                0.00    0.00   51202/307212      std::__deque_buf_size(unsigned long) [18]
                0.00    0.00   51202/51203       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [58]
-----------------------------------------------
                0.00    0.00   51202/51202       std::deque<int, std::allocator<int> >::~deque() [79]
[72]     0.0    0.00    0.00   51202         std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [72]
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_M_destroy_nodes(int**, int**) [68]
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [69]
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_Deque_impl::~_Deque_impl() [63]
-----------------------------------------------
                0.00    0.00   51202/51202       std::allocator_traits<std::allocator<int*> >::deallocate(std::allocator<int*>&, int**, unsigned long) [75]
[73]     0.0    0.00    0.00   51202         std::__new_allocator<int*>::deallocate(int**, unsigned long) [73]
-----------------------------------------------
                0.00    0.00   51202/51202       std::allocator_traits<std::allocator<int*> >::allocate(std::allocator<int*>&, unsigned long) [76]
[74]     0.0    0.00    0.00   51202         std::__new_allocator<int*>::allocate(unsigned long, void const*) [74]
                0.00    0.00   51202/51202       std::__new_allocator<int*>::_M_max_size() const [60]
-----------------------------------------------
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [69]
[75]     0.0    0.00    0.00   51202         std::allocator_traits<std::allocator<int*> >::deallocate(std::allocator<int*>&, int**, unsigned long) [75]
                0.00    0.00   51202/51202       std::__new_allocator<int*>::deallocate(int**, unsigned long) [73]
-----------------------------------------------
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [64]
[76]     0.0    0.00    0.00   51202         std::allocator_traits<std::allocator<int*> >::allocate(std::allocator<int*>&, unsigned long) [76]
                0.00    0.00   51202/51202       std::__new_allocator<int*>::allocate(unsigned long, void const*) [74]
-----------------------------------------------
                0.00    0.00   51202/51202       std::deque<int, std::allocator<int> >::~deque() [79]
[77]     0.0    0.00    0.00   51202         std::deque<int, std::allocator<int> >::_M_destroy_data(std::_Deque_iterator<int, int&, int*>, std::_Deque_iterator<int, int&, int*>, std::allocator<int> const&) [77]
-----------------------------------------------
                0.00    0.00   51202/51202       std::deque<int, std::allocator<int> >::~deque() [79]
[78]     0.0    0.00    0.00   51202         std::deque<int, std::allocator<int> >::begin() [78]
                0.00    0.00   51202/348211      std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [17]
-----------------------------------------------
                0.00    0.00   51202/51202       std::stack<int, std::deque<int, std::allocator<int> > >::~stack() [80]
[79]     0.0    0.00    0.00   51202         std::deque<int, std::allocator<int> >::~deque() [79]
                0.00    0.00   51202/297009      std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [21]
                0.00    0.00   51202/297009      std::deque<int, std::allocator<int> >::end() [22]
                0.00    0.00   51202/51202       std::deque<int, std::allocator<int> >::begin() [78]
                0.00    0.00   51202/51202       std::deque<int, std::allocator<int> >::_M_destroy_data(std::_Deque_iterator<int, int&, int*>, std::_Deque_iterator<int, int&, int*>, std::allocator<int> const&) [77]
                0.00    0.00   51202/51202       std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [72]
-----------------------------------------------
                0.00    0.00   51202/51202       HCTree::encode(unsigned char, FancyOutputStream&) const [2]
[80]     0.0    0.00    0.00   51202         std::stack<int, std::deque<int, std::allocator<int> > >::~stack() [80]
                0.00    0.00   51202/51202       std::deque<int, std::allocator<int> >::~deque() [79]
-----------------------------------------------
                0.00    0.00       1/30726       FancyOutputStream::flush() [181]
                0.00    0.00   30725/30726       FancyOutputStream::write_bit(int) [25]
[81]     0.0    0.00    0.00   30726         FancyOutputStream::flush_bitwise() [81]
-----------------------------------------------
                0.00    0.00      57/1219        __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >::operator-(long) const [104]
                0.00    0.00     119/1219        std::vector<HCNode*, std::allocator<HCNode*> >::begin() [98]
                0.00    0.00     119/1219        std::vector<HCNode*, std::allocator<HCNode*> >::end() [97]
                0.00    0.00     924/1219        __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >::operator+(long) const [84]
[82]     0.0    0.00    0.00    1219         __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >::__normal_iterator(HCNode** const&) [82]
-----------------------------------------------
                0.00    0.00      57/1146        void std::push_heap<__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, HCNodePtrComp>(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, HCNodePtrComp) [112]
                0.00    0.00     154/1146        bool __gnu_cxx::__ops::_Iter_comp_val<HCNodePtrComp>::operator()<__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, HCNode*>(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, HCNode*&) [94]
                0.00    0.00     165/1146        void std::__pop_heap<__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, __gnu_cxx::__ops::_Iter_comp_iter<HCNodePtrComp> >(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, __gnu_cxx::__ops::_Iter_comp_iter<HCNodePtrComp>&) [121]
                0.00    0.00     212/1146        void std::__push_heap<__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, long, HCNode*, __gnu_cxx::__ops::_Iter_comp_val<HCNodePtrComp> >(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, long, long, HCNode*, __gnu_cxx::__ops::_Iter_comp_val<HCNodePtrComp>&) [99]
                0.00    0.00     264/1146        bool __gnu_cxx::__ops::_Iter_comp_iter<HCNodePtrComp>::operator()<__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > > >(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >) [95]
                0.00    0.00     294/1146        void std::__adjust_heap<__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, long, HCNode*, __gnu_cxx::__ops::_Iter_comp_iter<HCNodePtrComp> >(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, long, long, HCNode*, __gnu_cxx::__ops::_Iter_comp_iter<HCNodePtrComp>) [122]
[83]     0.0    0.00    0.00    1146         __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >::operator*() const [83]
-----------------------------------------------
                0.00    0.00     366/924         void std::__push_heap<__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, long, HCNode*, __gnu_cxx::__ops::_Iter_comp_val<HCNodePtrComp> >(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, long, long, HCNode*, __gnu_cxx::__ops::_Iter_comp_val<HCNodePtrComp>&) [99]
                0.00    0.00     558/924         void std::__adjust_heap<__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, long, HCNode*, __gnu_cxx::__ops::_Iter_comp_iter<HCNodePtrComp> >(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, long, long, HCNode*, __gnu_cxx::__ops::_Iter_comp_iter<HCNodePtrComp>) [122]
[84]     0.0    0.00    0.00     924         __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >::operator+(long) const [84]
                0.00    0.00     924/1219        __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >::__normal_iterator(HCNode** const&) [82]
-----------------------------------------------
                0.00    0.00     114/643         void std::push_heap<__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, HCNodePtrComp>(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, HCNodePtrComp) [112]
                0.00    0.00     162/643         void std::__push_heap<__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, long, HCNode*, __gnu_cxx::__ops::_Iter_comp_val<HCNodePtrComp> >(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, long, long, HCNode*, __gnu_cxx::__ops::_Iter_comp_val<HCNodePtrComp>&) [99]
                0.00    0.00     165/643         void std::__pop_heap<__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, __gnu_cxx::__ops::_Iter_comp_iter<HCNodePtrComp> >(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, __gnu_cxx::__ops::_Iter_comp_iter<HCNodePtrComp>&) [121]
                0.00    0.00     202/643         void std::__adjust_heap<__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, long, HCNode*, __gnu_cxx::__ops::_Iter_comp_iter<HCNodePtrComp> >(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, long, long, HCNode*, __gnu_cxx::__ops::_Iter_comp_iter<HCNodePtrComp>) [122]
[85]     0.0    0.00    0.00     643         std::remove_reference<HCNode*&>::type&& std::move<HCNode*&>(HCNode*&) [85]
-----------------------------------------------
                0.00    0.00      12/360         void std::vector<HCNode*, std::allocator<HCNode*> >::_M_realloc_insert<HCNode* const&>(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, HCNode* const&) [153]
                0.00    0.00     348/360         __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >::difference_type __gnu_cxx::operator-<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > > const&, __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > > const&) [93]
[86]     0.0    0.00    0.00     360         __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >::base() const [86]
-----------------------------------------------
                0.00    0.00     286/286         HCNodePtrComp::operator()(HCNode*&, HCNode*&) const [88]
[87]     0.0    0.00    0.00     286         HCNode::operator<(HCNode const&) [87]
-----------------------------------------------
                0.00    0.00     132/286         bool __gnu_cxx::__ops::_Iter_comp_iter<HCNodePtrComp>::operator()<__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > > >(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >) [95]
                0.00    0.00     154/286         bool __gnu_cxx::__ops::_Iter_comp_val<HCNodePtrComp>::operator()<__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, HCNode*>(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, HCNode*&) [94]
[88]     0.0    0.00    0.00     286         HCNodePtrComp::operator()(HCNode*&, HCNode*&) const [88]
                0.00    0.00     286/286         HCNode::operator<(HCNode const&) [87]
-----------------------------------------------
                0.00    0.00     285/285         HCTree::build(std::vector<int, std::allocator<int> > const&) [184]
[89]     0.0    0.00    0.00     285         std::vector<int, std::allocator<int> >::operator[](unsigned long) const [89]
-----------------------------------------------
                0.00    0.00      55/279         void std::pop_heap<__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, HCNodePtrComp>(__gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, __gnu_cxx::__normal_iterator<HCNode**, std::vector<HCNode*, std::allocator<HCNode*> > >, HCNodePtrComp) [117]
                0.00    0.00      55/279         __gnu_cxx::__ops::_Iter_comp_iter<HCNodePtrComp>::_Iter_comp_iter(HCNodePtrComp) [120]
                0.00    0.00      55/279         __gnu_cxx::__ops::_Iter_comp_val<HCNodePtrComp>::_Iter_comp_val(__gnu_cxx::__ops::_Iter_comp_iter<HCNodePtrComp>&&) [119]
